Index,Violation Date,Latitudes,Longitudes,Neighborhood District,Violation Item,Violation Item Description
0,10/20/2017,37.79059432002964,-122.39269907000002,Financial District/South Beach,PER,place of assembly/permits
1,10/20/2017,37.78573381002967,-122.42560543999998,Western Addition,COM,fire command center features
2,10/20/2017,37.78573381002967,-122.42560543999998,Western Addition,EXT,extinguisher / required
3,09/22/2005,37.76079618002965,-122.41890412999999,Mission,ALR,1001.5.1  fire alarms maintained
4,10/20/2017,37.78573381002967,-122.42560543999998,Western Addition,EXT,aes forms
5,03/30/2006,37.77180528002965,-122.43131826,Western Addition,999,other violations
6,07/06/2006,37.79126657002968,-122.41883735999998,Nob Hill,999,other violations
7,02/19/2008,37.80900020002968,-122.416287,North Beach,999,other violations
8,01/11/2010,37.78880952002966,-122.40655175,Financial District/South Beach,EXI,exits / storage in pathway
9,10/20/2017,37.78573381002967,-122.42560543999998,Western Addition,STO,storage / gas & electric meters
10,10/20/2017,37.77660511002966,-122.43105774000001,Western Addition,ALR,alarm system maintained
11,10/20/2017,37.77660511002966,-122.43105774000001,Western Addition,SPR,sprinkler testing and maintenance
12,09/21/2017,37.789157220029665,-122.40657169,Financial District/South Beach,PER,permit / general
13,09/21/2017,37.789157220029665,-122.40657169,Financial District/South Beach,REC,l-license and fire pump certificate
14,09/21/2017,37.789157220029665,-122.40657169,Financial District/South Beach,SPR,sprinkler / 5-year service
15,09/21/2017,37.789157220029665,-122.40657169,Financial District/South Beach,SFC,2016 san francisco fire code
16,10/20/2017,37.79398793002967,-122.40314274000002,Chinatown,PER,permit / general
17,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,ALR,alarm system maintained
18,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,DOR,doors / latches
19,10/20/2017,37.78994512002967,-122.41272663000001,Nob Hill,DOR,doors / blocked open
21,07/12/2005,37.76463135002965,-122.42297343,Mission,ALR,1001.5.1  fire alarms maintained
22,09/16/2005,37.78163259002966,-122.4124232,Tenderloin,999,other violations
24,08/27/2007,37.75490726002965,-122.44438558,Twin Peaks,SPR,sffc 1001.5.1.3  fire systems certified
25,08/28/2007,37.78473772002966,-122.40914854,Tenderloin,999,other violations
26,08/28/2007,37.726501380029624,-122.37885931999999,Bayview Hunters Point,PER,105.8  operating without fd permit
27,08/28/2007,37.726501380029624,-122.37885931999999,Bayview Hunters Point,999,other violations
28,08/29/2007,37.79863400002967,-122.41202756,Chinatown,SPR,sffc 1001.5.1.3  fire systems certified
30,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,REC,l-license and fire pump certificate
31,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,SIG,signs / evacuation plans
32,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,SPR,sprinkler / 5-year service
33,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,STO,storage / no combustibles allowed
34,09/28/2016,37.789157220029665,-122.40657169,Financial District/South Beach,SFC,2013 san francisco fire code
35,08/04/2017,37.769777490029654,-122.41189672000002,Mission,SFC,2016 san francisco fire code
36,08/04/2017,37.769777490029654,-122.41189672000002,Mission,SFC,2016 san francisco fire code
37,08/25/2017,37.79844665002967,-122.41521769,Nob Hill,COM,fire command center features
38,08/25/2017,37.79844665002967,-122.41521769,Nob Hill,EXI,exits / storage in pathway
39,08/25/2017,37.79844665002967,-122.41521769,Nob Hill,REC,records / facility emergency plan
40,08/25/2017,37.79844665002967,-122.41521769,Nob Hill,REC,test and maintenance documentation
41,08/25/2017,37.79844665002967,-122.41521769,Nob Hill,SPR,sprinkler / obstructions
42,09/08/2017,37.78486338002964,-122.4051349,South of Market,ALR,alarm system maintained
43,09/08/2017,37.78486338002964,-122.4051349,South of Market,KEY,keys provided per fire marshal
44,07/29/2005,37.78184324002966,-122.46401432000002,Inner Richmond,EXT,1001.5.1  extinguishers maintn yrly/after use
46,06/09/2010,37.80435450002968,-122.40494680000002,Financial District/South Beach,PER,permit / general
47,06/11/2010,37.795956650029666,-122.40574694,Chinatown,EXT,extinguisher / service required
48,06/11/2010,37.795956650029666,-122.40574694,Chinatown,ILL,illumination / exit sign visibility impaired
49,06/15/2010,37.79307134002968,-122.41404874000001,Nob Hill,SIG,signs / occupant load
50,07/15/2010,37.79576400002966,-122.39341300000001,Financial District/South Beach,EXT,extinguisher / service required
51,07/18/2010,37.77857920002966,-122.41762490000002,Tenderloin,PER,permit / general
52,09/08/2017,37.78486338002964,-122.4051349,South of Market,REC,test and maintenance documentation
53,10/17/2017,37.79285775002967,-122.40894007000001,Chinatown,ELE,electrical / extension cords
54,10/17/2017,37.79285775002967,-122.40894007000001,Chinatown,EXI,exits / dispersal area
55,10/17/2017,37.79285775002967,-122.40894007000001,Chinatown,KEY,keys provided per fire marshal
56,10/17/2017,37.79285775002967,-122.40894007000001,Chinatown,REC,records / ul certificate
57,09/21/2017,37.789157220029665,-122.40657169,Financial District/South Beach,REC,records / sffd binder for review for 5 years
58,01/15/2010,37.73215956002963,-122.40575008000002,Excelsior,PER,permit / general
59,01/26/2010,37.77757037002967,-122.41427374000001,South of Market,STO,storage / no combustibles allowed
60,01/26/2010,37.73568990002963,-122.43765192,Glen Park,PER,permit / general
61,01/26/2010,37.73568990002963,-122.43765192,Glen Park,SFC,2007 san francisco fire code
62,10/24/2017,37.782452100029644,-122.48083271,Outer Richmond,SPR,sprinkler / 5-year service
63,10/23/2017,37.794381340029666,-122.40279472,Chinatown,COM,fire command center features
64,10/23/2017,37.794381340029666,-122.40279472,Chinatown,DOR,doors / self-closers
65,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,ALR,alarm system maintained
66,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,ELE,electrical / extension cords
67,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,EXI,exits/obstructions
69,09/16/2005,37.78163259002966,-122.4124232,Tenderloin,ALR,1001.5.1  fire alarms maintained
72,09/30/2005,37.75552738002965,-122.41955225,Mission,EXT,1001.5.1  extinguishers maintn yrly/after use
73,09/30/2005,37.75552738002965,-122.41955225,Mission,PER,105.8  operating without fd permit
74,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,ILL,illumination / repair emergency lighting
75,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,SIG,signs / schools /emergency evacuation plans
76,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,SPR,sprinkler / 5-year service
77,10/23/2017,37.728813650029615,-122.41912896000001,Excelsior,SFC,2016 san francisco fire code
78,10/24/2017,37.77913368002966,-122.49885797000002,Outer Richmond,ALR,alarm system maintained
79,10/24/2017,37.77913368002966,-122.49885797000002,Outer Richmond,EXT,extinguisher / service required
80,10/20/2017,37.794716780029674,-122.40780058,Chinatown,DOR,doors / blocked open
81,10/20/2017,37.794716780029674,-122.40780058,Chinatown,ELE,electrical / hazards
83,09/08/2005,37.78460457002967,-122.41656824,Tenderloin,ALR,1001.5.1  fire alarms maintained
84,09/08/2005,37.78460457002967,-122.41656824,Tenderloin,SPR,sffc 1001.5.1.3  fire systems certified
86,10/20/2017,37.794716780029674,-122.40780058,Chinatown,KEY,keys provided per fire marshal
87,10/24/2017,37.73634833002962,-122.50595513,Sunset/Parkside,ALR,alarm system maintained
88,10/24/2017,37.73634833002962,-122.50595513,Sunset/Parkside,EXI,exits/fire escapes
89,10/24/2017,37.73634833002962,-122.50595513,Sunset/Parkside,EXT,extinguisher / service required
90,10/24/2017,37.73634833002962,-122.50595513,Sunset/Parkside,ILL,illumination / repair emergency lighting
91,10/24/2017,37.73634833002962,-122.50595513,Sunset/Parkside,SPR,sprinkler / 5-year service
92,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,REC,records / sffd binder for review for 3 years
93,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,SIG,signs / not an exit
94,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,SIG,signs / evacuation plans
95,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,SPR,sprinkler / 5-year service
96,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,STO,"storage / boiler, mechanical & electric rooms"
97,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,ALR,alarm system maintained
98,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,HAZ,hazard materials/store in approved manner
99,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,HAZ,hazard / secure/protect gas cylinders
100,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,PEN,penetrations / fire rating maintained
101,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,PER,permit / general
102,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,REC,records / sffd binder for review for 5 years
103,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,REC,records / facility emergency plan
104,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,REC,records / fire drills
105,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,SFC,2007 san francisco fire code
106,03/05/2010,37.78994512002967,-122.41272663000001,Nob Hill,SFC,2010 san francisco fire code
107,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,ALR,alarm system maintained
108,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,REC,records / fire safety director
109,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,REC,l-license and fire pump certificate
110,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,REC,test and maintenance documentation
111,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,STO,storage / ceiling clearance
112,08/31/2017,37.79340905002967,-122.42992488000002,Pacific Heights,STO,storage / elevator equip. rooms
113,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,ELE,electrical / work space/clearance
114,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,ELE,electrical / hazards
115,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,EXI,exits / storage in pathway
116,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,REC,test and maintenance documentation
117,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,SPR,sprinkler / blocked control valve
118,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,SPR,sprinkler system maintained
119,09/12/2017,37.784530310029666,-122.40471619999998,South of Market,STO,storage / ceiling clearance
120,12/15/2005,37.75823530002965,-122.40951110000002,Mission,SFC,2007 san francisco fire code
121,12/09/2005,37.76660097002965,-122.42408165,Mission,ALR,1001.5.1  fire alarms maintained
122,12/09/2005,37.76660097002965,-122.42408165,Mission,SPR,sffc 1001.5.1.3  fire systems certified
123,04/07/2006,37.759672600029674,-122.43452565000001,Castro/Upper Market,SPR,sffc 1001.5.1.3  fire systems certified
124,10/24/2017,37.79428948002966,-122.40078475,Chinatown,ALR,alarm system maintained
125,10/24/2017,37.79428948002966,-122.40078475,Chinatown,ILL,illumination / emergency power required
126,10/25/2017,37.77948390002966,-122.45331909,Inner Richmond,ALR,alarm system maintained
127,10/25/2017,37.77584794002965,-122.42153734000001,Western Addition,REC,records / ul certificate
128,10/25/2017,37.77584794002965,-122.42153734000001,Western Addition,SPR,sprinkler / 5-year service
129,10/25/2017,37.77466416002963,-122.42332145000002,Western Addition,ALR,alarm system maintained
130,10/25/2017,37.77466416002963,-122.42332145000002,Western Addition,SIG,signs / address numbers
131,10/25/2017,37.77466416002963,-122.42332145000002,Western Addition,SPR,sprinkler / 5-year service
132,10/25/2017,37.77466416002963,-122.42332145000002,Western Addition,SPR,sprinkler system maintained
133,10/24/2017,37.79135184002968,-122.39311043000001,Financial District/South Beach,REC,l-license and fire pump certificate
134,10/24/2017,37.79135184002968,-122.39311043000001,Financial District/South Beach,REC,test and maintenance documentation
135,10/24/2017,37.79135184002968,-122.39311043000001,Financial District/South Beach,SPR,sprinkler / 5-year service
136,10/25/2017,37.79428948002966,-122.40078475,Chinatown,COM,fire command center features
137,10/25/2017,37.79428948002966,-122.40078475,Chinatown,EXT,aes forms
138,10/25/2017,37.79428948002966,-122.40078475,Chinatown,PEN,"penetrations/corridor walls, ceilings"
139,10/25/2017,37.79428948002966,-122.40078475,Chinatown,REC,test and maintenance documentation
140,10/24/2017,37.750617080029635,-122.49267186999998,Sunset/Parkside,SFC,2016 san francisco fire code
141,10/25/2017,37.78742225002966,-122.40093193999999,Financial District/South Beach,DOR,doors / latches
142,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,DOR,doors / blocked open
143,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,DOR,doors / latches
144,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,EXI,exits / storage in pathway
145,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,PER,permit / general
146,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,REC,records / facility emergency plan
147,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,REC,test and maintenance documentation
148,06/08/2017,37.777521950029644,-122.41542598000001,South of Market,STO,storage / ceiling clearance
149,10/02/2017,37.75314805002966,-122.40669075,Mission,EXT,extinguisher / service required
150,10/02/2017,37.75314805002966,-122.40669075,Mission,EXT,extinguisher / commercial cooking serv. required
151,10/02/2017,37.75314805002966,-122.40669075,Mission,EXT,kitchen hood cleaning
152,07/20/2017,37.77869220002966,-122.43324157,Western Addition,SPR,sprinkler testing and maintenance
153,07/24/2017,37.78756518002966,-122.40959283000001,Tenderloin,EXT,extinguisher / commercial cooking serv. required
154,07/24/2017,37.78756518002966,-122.40959283000001,Tenderloin,ILL,illumination / repair emergency lighting
156,12/15/2005,37.75830034002965,-122.40933732,Mission,EXI,1212.4  exit sign illuminated
157,01/31/2006,37.76454722002965,-122.41835847,Mission,999,other violations
158,07/24/2017,37.78756518002966,-122.40959283000001,Tenderloin,ILL,illumination / additional exit sign
159,07/24/2017,37.78756518002966,-122.40959283000001,Tenderloin,SIG,signs / fire equipment inside
160,08/10/2017,37.78697256002967,-122.40902943,Tenderloin,EXI,exits/fire escapes
161,08/10/2017,37.78697256002967,-122.40902943,Tenderloin,EXT,extinguisher / obstructed
162,08/10/2017,37.78697256002967,-122.40902943,Tenderloin,ILL,illumination / repair emergency lighting
163,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,ELE,electrical / extension cords
164,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,ELE,electrical / work space/clearance
165,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,ELE,electrical / hazards
166,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,EXI,exits/obstructions
167,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,EXT,extinguisher / service required
168,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,EXT,extinguisher / monthly inspections
169,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,EXT,"extinguisher / halon, fm, wet fixed system service"
171,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,HAZ,hazard materials/store in approved manner
172,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,PER,permit / general
173,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,STO,"storage / boiler, mechanical & electric rooms"
174,09/07/2017,37.795281000029654,-122.39643999999998,Financial District/South Beach,STO,storage / ceiling clearance
175,10/13/2017,37.758480700029644,-122.41737147,Mission,EXT,extinguisher / service required
176,10/13/2017,37.758480700029644,-122.41737147,Mission,SPR,sprinkler / 5-year service
177,10/05/2005,37.781867840029676,-122.4101783,South of Market,999,other violations
178,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,DOR,doors / non-conforming hardware
179,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,ELE,electrical / work space/clearance
180,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,EXI,exits/obstructions
181,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,EXT,extinguisher / service required
182,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,SPR,sprinkler / 5-year service
183,10/10/2017,37.79025167002967,-122.41701782999999,Nob Hill,SFC,2016 san francisco fire code
184,11/04/2005,37.75823530002965,-122.40951110000002,Mission,EXI,1212.4  exit sign illuminated
186,07/25/2006,37.785741340029666,-122.41889136,Tenderloin,ALR,1001.5.1  fire alarms maintained
187,07/25/2006,37.785741340029666,-122.41889136,Tenderloin,SPR,sffc 1001.5.1.3  fire systems certified
188,07/25/2006,37.785741340029666,-122.41889136,Tenderloin,STD,1001.5.1  fire protection equip maintenance
189,12/23/2005,37.74469073002963,-122.43858923000002,Noe Valley,EXT,1001.5.1  extinguishers maintn yrly/after use
191,12/23/2005,37.74469073002963,-122.43858923000002,Noe Valley,STD,1001.5.1.2/app. iii-c  standpipe & spklr-5 yr svc
192,10/19/2017,37.791949440029654,-122.40814399999998,Nob Hill,SPR,sprinkler / 5-year service
193,10/25/2017,37.78767625002966,-122.39177660000001,Financial District/South Beach,ALR,alarm system maintained
194,10/25/2017,37.78767625002966,-122.39177660000001,Financial District/South Beach,DOR,doors / latches
195,10/25/2017,37.78767625002966,-122.39177660000001,Financial District/South Beach,REC,fire safety director
196,10/25/2017,37.78767625002966,-122.39177660000001,Financial District/South Beach,REC,records / sffd binder for review for 5 years
197,10/25/2017,37.78767625002966,-122.39177660000001,Financial District/South Beach,SIG,signs / evacuation plans
198,10/25/2017,37.73313139002964,-122.43562098,West of Twin Peaks,EXT,extinguisher / required
199,10/25/2017,37.73313139002964,-122.43562098,West of Twin Peaks,SPR,sprinkler / 5-year service
200,10/25/2017,37.785746000029675,-122.39739827,Financial District/South Beach,COM,fire command center features
201,10/25/2017,37.785746000029675,-122.39739827,Financial District/South Beach,SPR,sprinkler / obstructions
202,10/25/2017,37.73158940002962,-122.47091,West of Twin Peaks,EXT,extinguisher / required
203,10/25/2017,37.73158940002962,-122.47091,West of Twin Peaks,SPR,sprinkler / 5-year service
205,12/23/2005,37.76918483002966,-122.45154069000002,Haight Ashbury,EXI,1203  exit obstruction
207,12/23/2005,37.76918483002966,-122.45154069000002,Haight Ashbury,PER,105.8  operating without fd permit
208,01/09/2006,37.75129047002964,-122.4169495,Mission,999,other violations
211,12/29/2005,37.750631750029626,-122.40683153,Mission,999,other violations
213,10/25/2017,37.773639500029645,-122.384714,South of Market,EXI,exits/obstructions
214,10/25/2017,37.773639500029645,-122.384714,South of Market,EXI,exits/obstructions
215,10/25/2017,37.773639500029645,-122.384714,South of Market,HAZ,hazard / flam. liq. storage cabinets
216,10/26/2017,37.77255093002965,-122.42193159000001,Mission,DOR,doors / non-conforming hardware
217,10/26/2017,37.77255093002965,-122.42193159000001,Mission,EXI,exits/obstructions
218,10/26/2017,37.77255093002965,-122.42193159000001,Mission,EXI,exits/fire escapes
219,10/26/2017,37.77255093002965,-122.42193159000001,Mission,ILL,illumination / additional exit sign
220,10/26/2017,37.78581673002965,-122.46751629000002,Inner Richmond,ILL,exit sign illumination
221,01/09/2006,37.74273686002963,-122.42520120999998,Noe Valley,EXI,1203  exit obstruction - fire escape
224,03/14/2006,37.796803490029674,-122.43247354999998,Marina,EXT,1001.5.1  extinguishers maintn yrly/after use
225,01/19/2006,37.76146192002965,-122.41677376000001,Mission,SPR,sffc 1001.5.1.3  fire systems certified
226,01/19/2006,37.76146192002965,-122.41677376000001,Mission,EXI,1205  fire escape/laddr-no encumburance
229,07/18/2016,37.803046440029675,-122.42107574,Russian Hill,DOR,doors / blocked open
230,07/18/2016,37.803046440029675,-122.42107574,Russian Hill,REC,records / facility emergency plan
231,07/18/2016,37.803046440029675,-122.42107574,Russian Hill,STO,storage / ceiling clearance
232,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,REC,records / sffd binder for review for 5 years
233,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,REC,records / facility emergency plan
234,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,REC,records / fire drills
235,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,REC,l-license and fire pump certificate
236,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,SIG,repair exit sign
237,10/04/2016,37.77948390002966,-122.45331909,Inner Richmond,STO,storage / no combustibles allowed
238,05/22/2017,37.792541200029675,-122.42915125000002,Pacific Heights,DOR,doors / latches
239,05/22/2017,37.792541200029675,-122.42915125000002,Pacific Heights,HAZ,hazard / flam. liq. storage cabinets
240,05/22/2017,37.792541200029675,-122.42915125000002,Pacific Heights,REC,test and maintenance documentation
241,08/23/2017,37.72078908002963,-122.48418615,Lakeshore,DOR,doors / self-closers
242,08/23/2017,37.72078908002963,-122.48418615,Lakeshore,DOR,doors / trash and linen chutes
243,08/23/2017,37.72078908002963,-122.48418615,Lakeshore,REC,records / sffd binder for review for 5 years
244,08/23/2017,37.72078908002963,-122.48418615,Lakeshore,REC,l-license and fire pump certificate
245,08/23/2017,37.72078908002963,-122.48418615,Lakeshore,REC,test and maintenance documentation
246,08/31/2017,37.72023576002962,-122.48362041999998,Lakeshore,COM,fire command center features
247,08/31/2017,37.72023576002962,-122.48362041999998,Lakeshore,DOR,doors / self-closers
248,08/31/2017,37.72023576002962,-122.48362041999998,Lakeshore,EXT,extinguisher / service required
249,09/26/2017,37.77407852002965,-122.41246024,South of Market,ELE,electrical / hazards
250,09/26/2017,37.77407852002965,-122.41246024,South of Market,EXT,extinguishers / construction
251,09/28/2017,37.792560070029666,-122.42157867,Russian Hill,ALR,alarm system maintained
252,09/28/2017,37.792560070029666,-122.42157867,Russian Hill,SPR,sprinkler / 5-year service
253,10/17/2017,37.75237780002964,-122.42674849000001,Noe Valley,STO,storage / ceiling clearance
254,01/30/2006,37.79274774002966,-122.42033565000001,Russian Hill,EXT,1001.5.1  extinguishers maintn yrly/after use
255,01/25/2006,37.760123810029654,-122.41136358000001,Mission,SPR,sprinkler / 5-year service
256,01/25/2006,37.760123810029654,-122.41136358000001,Mission,STD,1001.5.1.2/app. iii-c  standpipe & spklr-5 yr svc
262,08/17/2006,37.78708863002968,-122.42730871000002,Pacific Heights,999,other violations
263,08/21/2006,37.789134380029665,-122.42658185000002,Pacific Heights,PER,105.8  operating without fd permit
264,08/22/2006,37.78608099002967,-122.41656130999999,Tenderloin,EXI,1205  fire escape/laddr-no encumburance
266,08/21/2006,37.784588040029654,-122.41723932000001,Tenderloin,PER,105.8  operating without fd permit
267,08/21/2006,37.78046422002965,-122.42950406000001,Western Addition,PER,105.8  operating without fd permit
268,08/21/2006,37.796996640029654,-122.40940535,Chinatown,PER,105.8  operating without fd permit
269,08/21/2006,37.782176730029654,-122.40275757,South of Market,PER,105.8  operating without fd permit
271,08/22/2006,37.74418582002963,-122.38974042,Bayview Hunters Point,PER,105.8  operating without fd permit
272,08/22/2006,37.74418582002963,-122.38974042,Bayview Hunters Point,STD,1001.5.1.2/app. iii-c  standpipe & spklr-5 yr svc
273,08/22/2006,37.74418582002963,-122.38974042,Bayview Hunters Point,999,other violations
275,08/22/2006,37.78523841002964,-122.41212444999998,Tenderloin,PER,105.8  operating without fd permit
277,08/22/2006,37.77804833002965,-122.40568124000002,South of Market,ALR,1001.5.1  fire alarms maintained
279,08/22/2006,37.77804833002965,-122.40568124000002,South of Market,STD,1001.5.1.2/app. iii-c  standpipe & spklr-5 yr svc
280,08/22/2006,37.74577570002963,-122.39155880000001,Bayview Hunters Point,EXT,1001.5.1  extinguishers maintn yrly/after use
281,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,ALR,alarm system maintained
282,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,ELE,electrical / hazards
283,10/26/2017,37.78438497002966,-122.41803031,Tenderloin,PER,place of assembly/permits
284,10/27/2016,37.79235939002967,-122.40468559000001,Financial District/South Beach,ALR,alarm system maintained
285,10/26/2017,37.78287560002966,-122.4080699,South of Market,PER,permit / general
286,10/26/2017,37.78009630002964,-122.4126862,South of Market,EXT,access to public way/safe dispersal
287,10/26/2017,37.78009630002964,-122.4126862,South of Market,SFC,2016 san francisco fire code
288,10/26/2017,37.80536816002965,-122.42484442,Russian Hill,ELE,electrical / work space/clearance
289,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,EXT,kitchen hood cleaning
290,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,ILL,illumination / repair emergency lighting
291,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,REC,records / facility emergency plan
292,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,REC,l-license and fire pump certificate
293,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,REC,test and maintenance documentation
294,10/27/2017,37.78685648002967,-122.40368386,Financial District/South Beach,STO,"storage / boiler, mechanical & electric rooms"
295,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,EXT,"extinguisher / halon, fm, wet fixed system service"
296,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,EXT,kitchen hood cleaning
297,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,REC,test and maintenance documentation
298,09/14/2017,37.78545549002965,-122.39801741000001,Financial District/South Beach,SIG,signs / identify electrical and battery rooms
299,09/19/2017,37.766323040029654,-122.44355270999999,Haight Ashbury,REC,test and maintenance documentation
300,10/23/2017,37.75054309002964,-122.42246809000001,Mission,ALR,alarm system maintained
301,10/23/2017,37.754019100029666,-122.43524298,Noe Valley,ALR,alarm system maintained
302,10/25/2017,37.78338693002965,-122.41901557,Tenderloin,EXT,kitchen hood cleaning
305,10/24/2017,37.77145596002965,-122.43784633,Haight Ashbury,ALR,alarm system maintained
306,10/24/2017,37.77145596002965,-122.43784633,Haight Ashbury,REC,records / ul certificate
307,10/30/2017,37.78438497002966,-122.41803031,Tenderloin,PER,place of assembly/permits
308,10/27/2017,37.79331555002967,-122.43004426,Pacific Heights,REC,fire safety director
309,05/04/2017,37.756389670029634,-122.41246165,Mission,DOR,doors shall be distinguishable
310,05/04/2017,37.756389670029634,-122.41246165,Mission,DOR,doors / non-conforming hardware
311,05/04/2017,37.756389670029634,-122.41246165,Mission,ELE,electrical / extension cords
312,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,COM,fire command center features
313,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,DOR,fire door / latch
314,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,EXI,exits/fire escapes
315,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,ILL,illumination / exit sign visibility impaired
316,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,REC,test and maintenance documentation
317,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,SIG,signs / provide exit sign
318,10/27/2017,37.79340674002967,-122.39980935,Financial District/South Beach,SPR,sprinkler system maintained
319,09/14/2017,37.73781986002964,-122.39987828999999,Bayview Hunters Point,SFC,2016 san francisco fire code
320,10/19/2017,37.763321420029655,-122.46700737999998,Inner Sunset,ALR,alarm system maintained
321,10/19/2017,37.763321420029655,-122.46700737999998,Inner Sunset,ILL,exit sign illumination
322,10/19/2017,37.763321420029655,-122.46700737999998,Inner Sunset,ILL,illumination / repair emergency lighting
323,10/20/2017,37.77602480002966,-122.42965539999999,Western Addition,ALR,alarm system maintained
324,10/20/2017,37.77602480002966,-122.42965539999999,Western Addition,HAZ,hazard materials/store in approved manner
325,10/12/2017,37.78827788002965,-122.44115723999998,Pacific Heights,ALR,alarm system maintained
326,10/12/2017,37.78827788002965,-122.44115723999998,Pacific Heights,EXT,extinguisher / service required
327,05/04/2017,37.756389670029634,-122.41246165,Mission,SPR,sprinkler / obstructions
328,05/04/2017,37.756389670029634,-122.41246165,Mission,STO,"storage / boiler, mechanical & electric rooms"
329,05/04/2017,37.756389670029634,-122.41246165,Mission,SFC,2016 san francisco fire code
331,03/01/2006,37.784908580029665,-122.41643827000001,Tenderloin,SPR,sffc 1001.5.1.3  fire systems certified
